Country,Year,Merchandise exports (current US$)
Solomon Islands,2016,437000000.0
Solomon Islands,2015,400000000.0
Solomon Islands,2014,459000000.0
Solomon Islands,2013,487000000.0
Solomon Islands,2012,500000000.0
Solomon Islands,2011,418000000.0
Solomon Islands,2010,224000000.0
Solomon Islands,2009,165000000.0
Solomon Islands,2008,210000000.0
Solomon Islands,2007,165000000.0
Solomon Islands,2006,121000000.0
Solomon Islands,2005,103000000.0
Solomon Islands,2004,97000000.0
Solomon Islands,2003,74000000.0
Solomon Islands,2002,58000000.0
Solomon Islands,2001,47000000.0
Solomon Islands,2000,69000000.0
Solomon Islands,1999,126000000.0
Solomon Islands,1998,118000000.0
Solomon Islands,1997,157000000.0
Solomon Islands,1996,162000000.0
Solomon Islands,1995,168000000.0
Solomon Islands,1994,142000000.0
Solomon Islands,1993,129000000.0
Solomon Islands,1992,102000000.0
Solomon Islands,1991,84000000.0
Solomon Islands,1990,70000000.0
Solomon Islands,1989,75000000.0
Solomon Islands,1988,82000000.0
Solomon Islands,1987,64000000.0
Solomon Islands,1986,66000000.0
Solomon Islands,1985,70000000.0
Solomon Islands,1984,93000000.0
Solomon Islands,1983,62000000.0
Solomon Islands,1982,58000000.0
Solomon Islands,1981,66000000.0
Solomon Islands,1980,74000000.0
Solomon Islands,1979,70000000.0
Solomon Islands,1978,38000000.0
Solomon Islands,1977,33000000.0
Solomon Islands,1976,24000000.0
Solomon Islands,1975,16000000.0
Solomon Islands,1974,26000000.0
Solomon Islands,1973,14000000.0
Solomon Islands,1972,11000000.0
Solomon Islands,1971,10000000.0
Solomon Islands,1970,8000000.0
Solomon Islands,1969,7000000.0
Solomon Islands,1968,6000000.0
Solomon Islands,1967,6000000.0
Solomon Islands,1966,4000000.0
Solomon Islands,1965,5000000.0
Solomon Islands,1964,5000000.0
Solomon Islands,1963,4000000.0
Solomon Islands,1962,4000000.0
Solomon Islands,1961,4000000.0
Solomon Islands,1960,4000000.0
Somalia,2022,
Somalia,2021,
Somalia,2020,
Somalia,2019,
Somalia,2018,
Somalia,2017,
Somalia,2016,
Somalia,2015,
Somalia,2014,
Somalia,2013,
Somalia,2012,
Somalia,2011,
Somalia,2010,
Somalia,2009,
Somalia,2008,
Somalia,2007,
Somalia,2006,
Somalia,2005,
Somalia,2004,
Somalia,2003,
Somalia,2002,
Somalia,2001,
Somalia,2000,
Somalia,1999,
Somalia,1998,
Somalia,1997,
Somalia,1996,
Somalia,1995,
Somalia,1994,
Somalia,1993,
Somalia,1992,
Somalia,1991,
Somalia,1990,
Somalia,1989,
Somalia,1988,
Somalia,1987,
Somalia,1986,
Somalia,1985,
Somalia,1984,
Somalia,1983,
Somalia,1982,
Somalia,1981,
Somalia,1980,
Somalia,1979,
Somalia,1978,
Somalia,1977,
Somalia,1976,
Somalia,1975,
Somalia,1974,
Somalia,1973,
Somalia,1972,
Somalia,1971,
Somalia,1970,
Somalia,1969,
Somalia,1968,
Somalia,1967,
Somalia,1966,
Somalia,1965,
Somalia,1964,
Somalia,1963,
Somalia,1962,
Somalia,1961,
Somalia,1960,
South Africa,2022,122901000000.0
South Africa,2021,123572000000.0
South Africa,2020,85834000000.0
South Africa,2019,90016000000.0
South Africa,2018,93970000000.0
South Africa,2017,88947000000.0
South Africa,2016,76214000000.0
South Africa,2015,81002000000.0
South Africa,2014,93043000000.0
South Africa,2013,96153000000.0
South Africa,2012,99606000000.0
South Africa,2011,108815000000.0
South Africa,2010,91347000000.0
South Africa,2009,61677000000.0
South Africa,2008,80782000000.0
South Africa,2007,69784000000.0
South Africa,2006,58175000000.0
South Africa,2005,51626000000.0
South Africa,2004,46146000000.0
South Africa,2003,36482000000.0
South Africa,2002,29723000000.0
South Africa,2001,29258000000.0
South Africa,2000,29983000000.0
South Africa,1999,26707000000.0
South Africa,1998,26362000000.0
South Africa,1997,31027000000.0
South Africa,1996,29221000000.0
South Africa,1995,27853000000.0
South Africa,1994,25308000000.0
South Africa,1993,24222000000.0
South Africa,1992,23440000000.0
South Africa,1991,23279000000.0
South Africa,1990,23549000000.0
South Africa,1989,22191000000.0
South Africa,1988,21871000000.0
South Africa,1987,21219000000.0
South Africa,1986,18385000000.0
South Africa,1985,16293000000.0
South Africa,1984,17163000000.0
South Africa,1983,18508000000.0
South Africa,1982,17673000000.0
South Africa,1981,20658000000.0
South Africa,1980,25525000000.0
South Africa,1979,18258000000.0
South Africa,1978,12772000000.0
South Africa,1977,9904000000.0
South Africa,1976,7850000000.0
South Africa,1975,8789000000.0
South Africa,1974,8688000000.0
South Africa,1973,6064000000.0
South Africa,1972,4108000000.0
South Africa,1971,3483000000.0
South Africa,1970,3344000000.0
South Africa,1969,3357000000.0
South Africa,1968,3204000000.0
South Africa,1967,3011000000.0
South Africa,1966,2741000000.0
South Africa,1965,2547000000.0
South Africa,1964,2479000000.0
South Africa,1963,2359000000.0
South Africa,1962,2219000000.0
South Africa,1961,2139000000.0
South Africa,1960,1985000000.0
South Sudan,2022,873000000.0
South Sudan,2021,812000000.0
South Sudan,2020,783000000.0
South Sudan,2019,1613000000.0
South Sudan,2018,
South Sudan,2017,
South Sudan,2016,
South Sudan,2015,
South Sudan,2014,
South Sudan,2013,
South Sudan,2012,
South Sudan,2011,
South Sudan,2010,
South Sudan,2009,
South Sudan,2008,
South Sudan,2007,
South Sudan,2006,
South Sudan,2005,
South Sudan,2004,
South Sudan,2003,
South Sudan,2002,
South Sudan,2001,
South Sudan,2000,
South Sudan,1999,
South Sudan,1998,
South Sudan,1997,
South Sudan,1996,
South Sudan,1995,
South Sudan,1994,
South Sudan,1993,
South Sudan,1992,
South Sudan,1991,
South Sudan,1990,
South Sudan,1989,
South Sudan,1988,
South Sudan,1987,
South Sudan,1986,
South Sudan,1985,
South Sudan,1984,
South Sudan,1983,
South Sudan,1982,
South Sudan,1981,
South Sudan,1980,
South Sudan,1979,
South Sudan,1978,
South Sudan,1977,
South Sudan,1976,
South Sudan,1975,
South Sudan,1974,
South Sudan,1973,
South Sudan,1972,
South Sudan,1971,
South Sudan,1970,
South Sudan,1969,
South Sudan,1968,
South Sudan,1967,
South Sudan,1966,
South Sudan,1965,
South Sudan,1964,
South Sudan,1963,
South Sudan,1962,
South Sudan,1961,
South Sudan,1960,
Spain,2022,418364000000.0
Spain,2021,379969000000.0
Spain,2020,308317000000.0
Spain,2019,334018000000.0
Spain,2018,346754000000.0
Spain,2017,319531000000.0
Spain,2016,289981000000.0
Spain,2015,282274000000.0
Spain,2014,324533000000.0
Spain,2013,317833000000.0
Spain,2012,295250000000.0
Spain,2011,306551000000.0
Spain,2010,254418000000.0
Spain,2009,227338000000.0
Spain,2008,281493000000.0
Spain,2007,253297000000.0
Spain,2006,213717000000.0
Spain,2005,192644000000.0
Spain,2004,182623000000.0
Spain,2003,156147000000.0
Spain,2002,125687000000.0
Spain,2001,116660000000.0
Spain,2000,115251000000.0
Spain,1999,104433000000.0
Spain,1998,111973000000.0
Spain,1997,100756000000.0
Spain,1996,107243000000.0
Spain,1995,97849000000.0
Spain,1994,76696000000.0
Spain,1993,64603000000.0
Spain,1992,64334000000.0
Spain,1991,60177000000.0
Spain,1990,55642000000.0
Spain,1989,44492000000.0
Spain,1988,40341000000.0
Spain,1987,34192000000.0
Spain,1986,27206000000.0
Spain,1985,24247000000.0
Spain,1984,23508000000.0
Spain,1983,19734000000.0
Spain,1982,20498000000.0
Spain,1981,20334000000.0
Spain,1980,20720000000.0
Spain,1979,18208000000.0
Spain,1978,13114000000.0
Spain,1977,10223000000.0
Spain,1976,8730000000.0
Spain,1975,7690000000.0
Spain,1974,7091000000.0
Spain,1973,5198000000.0
Spain,1972,3817000000.0
Spain,1971,2964000000.0
Spain,1970,2388000000.0
Spain,1969,1900000000.0
Spain,1968,1589000000.0
Spain,1967,1362000000.0
Spain,1966,1254000000.0
Spain,1965,935000000.0
Spain,1964,920000000.0
Spain,1963,735000000.0
Spain,1962,737000000.0
Spain,1961,710000000.0
Spain,1960,725000000.0
Sri Lanka,2022,13107000000.0
Sri Lanka,2021,12499000000.0
Sri Lanka,2020,10047000000.0
Sri Lanka,2019,11940000000.0
Sri Lanka,2018,11890000000.0
Sri Lanka,2017,11360000000.0
Sri Lanka,2016,10310000000.0
Sri Lanka,2015,10547000000.0
Sri Lanka,2014,11298000000.0
Sri Lanka,2013,10208000000.0
Sri Lanka,2012,9380000000.0
Sri Lanka,2011,10236000000.0
Sri Lanka,2010,8602000000.0
Sri Lanka,2009,7345000000.0
Sri Lanka,2008,8452000000.0
Sri Lanka,2007,7740000000.0
Sri Lanka,2006,6886000000.0
Sri Lanka,2005,6347000000.0
Sri Lanka,2004,5757000000.0
Sri Lanka,2003,5125000000.0
Sri Lanka,2002,4699000000.0
Sri Lanka,2001,4816000000.0
Sri Lanka,2000,5430000000.0
Sri Lanka,1999,4594000000.0
Sri Lanka,1998,4809000000.0
Sri Lanka,1997,4639000000.0
Sri Lanka,1996,4095000000.0
Sri Lanka,1995,3798000000.0
Sri Lanka,1994,3208000000.0
Sri Lanka,1993,2859000000.0
Sri Lanka,1992,2455000000.0
Sri Lanka,1991,1987000000.0
Sri Lanka,1990,1912000000.0
Sri Lanka,1989,1545000000.0
Sri Lanka,1988,1476000000.0
Sri Lanka,1987,1393000000.0
Sri Lanka,1986,1215000000.0
Sri Lanka,1985,1333000000.0
Sri Lanka,1984,1467000000.0
Sri Lanka,1983,1063000000.0
Sri Lanka,1982,1031000000.0
Sri Lanka,1981,1088000000.0
Sri Lanka,1980,1062000000.0
Sri Lanka,1979,981000000.0
Sri Lanka,1978,845000000.0
Sri Lanka,1977,761000000.0
Sri Lanka,1976,572000000.0
Sri Lanka,1975,569000000.0
Sri Lanka,1974,527000000.0
Sri Lanka,1973,410000000.0
Sri Lanka,1972,338000000.0
Sri Lanka,1971,344000000.0
Sri Lanka,1970,342000000.0
Sri Lanka,1969,322000000.0
Sri Lanka,1968,342000000.0
Sri Lanka,1967,348000000.0
Sri Lanka,1966,357000000.0
Sri Lanka,1965,409000000.0
Sri Lanka,1964,394000000.0
Sri Lanka,1963,364000000.0
Sri Lanka,1962,380000000.0
Sri Lanka,1961,380000000.0
Sri Lanka,1960,385000000.0
St. Kitts and Nevis,2022,29000000.0
St. Kitts and Nevis,2021,50000000.0
St. Kitts and Nevis,2020,52000000.0
St. Kitts and Nevis,2019,58000000.0
St. Kitts and Nevis,2018,54000000.0
St. Kitts and Nevis,2017,50000000.0
St. Kitts and Nevis,2016,51000000.0
St. Kitts and Nevis,2015,55000000.0
St. Kitts and Nevis,2014,57000000.0
St. Kitts and Nevis,2013,56000000.0
St. Kitts and Nevis,2012,46000000.0
St. Kitts and Nevis,2011,45000000.0
St. Kitts and Nevis,2010,32000000.0
St. Kitts and Nevis,2009,38000000.0
St. Kitts and Nevis,2008,51000000.0
St. Kitts and Nevis,2007,34000000.0
St. Kitts and Nevis,2006,40000000.0
St. Kitts and Nevis,2005,34000000.0
St. Kitts and Nevis,2004,40000000.0
St. Kitts and Nevis,2003,41000000.0
St. Kitts and Nevis,2002,39000000.0
St. Kitts and Nevis,2001,31000000.0
St. Kitts and Nevis,2000,33000000.0
St. Kitts and Nevis,1999,28000000.0
St. Kitts and Nevis,1998,28000000.0
St. Kitts and Nevis,1997,41000000.0
St. Kitts and Nevis,1996,22000000.0
St. Kitts and Nevis,1995,19000000.0
St. Kitts and Nevis,1994,22000000.0
St. Kitts and Nevis,1993,27000000.0
St. Kitts and Nevis,1992,26000000.0
St. Kitts and Nevis,1991,27000000.0
St. Kitts and Nevis,1990,28000000.0
St. Kitts and Nevis,1989,25000000.0
St. Kitts and Nevis,1988,26000000.0
St. Kitts and Nevis,1987,27000000.0
St. Kitts and Nevis,1986,24000000.0
St. Kitts and Nevis,1985,18000000.0
St. Kitts and Nevis,1984,19000000.0
St. Kitts and Nevis,1983,17000000.0
St. Kitts and Nevis,1982,17000000.0
St. Kitts and Nevis,1981,22000000.0
St. Kitts and Nevis,1980,24000000.0
St. Kitts and Nevis,1979,16000000.0
St. Kitts and Nevis,1978,16000000.0
St. Kitts and Nevis,1977,14000000.0
St. Kitts and Nevis,1976,17000000.0
St. Kitts and Nevis,1975,21000000.0
St. Kitts and Nevis,1974,11000000.0
St. Kitts and Nevis,1973,7000000.0
St. Kitts and Nevis,1972,6000000.0
St. Kitts and Nevis,1971,4000000.0
St. Kitts and Nevis,1970,4000000.0
St. Kitts and Nevis,1969,9000000.0
St. Kitts and Nevis,1968,7000000.0
St. Kitts and Nevis,1967,9000000.0
St. Kitts and Nevis,1966,9000000.0
St. Kitts and Nevis,1965,9000000.0
St. Kitts and Nevis,1964,10000000.0
St. Kitts and Nevis,1963,8000000.0
St. Kitts and Nevis,1962,5000000.0
St. Kitts and Nevis,1961,10000000.0
St. Kitts and Nevis,1960,6000000.0
St. Lucia,2022,79000000.0
St. Lucia,2021,59000000.0
St. Lucia,2020,55000000.0
St. Lucia,2019,82000000.0
St. Lucia,2018,62000000.0
St. Lucia,2017,127000000.0
St. Lucia,2016,120000000.0
St. Lucia,2015,180000000.0
St. Lucia,2014,161000000.0
St. Lucia,2013,174000000.0
St. Lucia,2012,182000000.0
St. Lucia,2011,160000000.0
St. Lucia,2010,215000000.0
St. Lucia,2009,166000000.0
St. Lucia,2008,164000000.0
St. Lucia,2007,98000000.0
St. Lucia,2006,94000000.0
St. Lucia,2005,64000000.0
St. Lucia,2004,80000000.0
St. Lucia,2003,62000000.0
St. Lucia,2002,44000000.0
St. Lucia,2001,44000000.0
St. Lucia,2000,43000000.0
St. Lucia,1999,56000000.0
St. Lucia,1998,62000000.0
St. Lucia,1997,61000000.0
St. Lucia,1996,80000000.0
St. Lucia,1995,109000000.0
St. Lucia,1994,106000000.0
St. Lucia,1993,120000000.0
St. Lucia,1992,123000000.0
St. Lucia,1991,110000000.0
St. Lucia,1990,127000000.0
St. Lucia,1989,109000000.0
St. Lucia,1988,115000000.0
St. Lucia,1987,79000000.0
St. Lucia,1986,87000000.0
St. Lucia,1985,57000000.0
St. Lucia,1984,49000000.0
St. Lucia,1983,55000000.0
St. Lucia,1982,46000000.0
St. Lucia,1981,46000000.0
St. Lucia,1980,58000000.0
St. Lucia,1979,36000000.0
St. Lucia,1978,29000000.0
St. Lucia,1977,25000000.0
St. Lucia,1976,21000000.0
St. Lucia,1975,17000000.0
St. Lucia,1974,16000000.0
St. Lucia,1973,10000000.0
St. Lucia,1972,8000000.0
St. Lucia,1971,6000000.0
St. Lucia,1970,9000000.0
St. Lucia,1969,8000000.0
St. Lucia,1968,6000000.0
St. Lucia,1967,7000000.0
St. Lucia,1966,7000000.0
St. Lucia,1965,7000000.0
St. Lucia,1964,6000000.0
St. Lucia,1963,5000000.0
St. Lucia,1962,4000000.0
St. Lucia,1961,5000000.0
St. Lucia,1960,3000000.0
St. Martin (French part),2022,
St. Martin (French part),2021,139000000.0
St. Martin (French part),2020,134000000.0
St. Martin (French part),2019,181000000.0
St. Martin (French part),2018,148000000.0
St. Martin (French part),2017,123000000.0
St. Martin (French part),2016,132000000.0
St. Martin (French part),2015,129000000.0
St. Martin (French part),2014,132000000.0
St. Martin (French part),2013,164000000.0
St. Martin (French part),2012,131000000.0
St. Martin (French part),2011,127000000.0
St. Martin (French part),2010,
St. Martin (French part),2009,
St. Martin (French part),2008,
St. Martin (French part),2007,
St. Martin (French part),2006,
St. Martin (French part),2005,
St. Martin (French part),2004,
St. Martin (French part),2003,
St. Martin (French part),2002,
St. Martin (French part),2001,
St. Martin (French part),2000,
St. Martin (French part),1999,
St. Martin (French part),1998,
St. Martin (French part),1997,
St. Martin (French part),1996,
St. Martin (French part),1995,
St. Martin (French part),1994,
St. Martin (French part),1993,
St. Martin (French part),1992,
St. Martin (French part),1991,
St. Martin (French part),1990,
St. Martin (French part),1989,
St. Martin (French part),1988,
St. Martin (French part),1987,
St. Martin (French part),1986,
St. Martin (French part),1985,
St. Martin (French part),1984,
St. Martin (French part),1983,
St. Martin (French part),1982,
St. Martin (French part),1981,
St. Martin (French part),1980,
St. Martin (French part),1979,
St. Martin (French part),1978,
St. Martin (French part),1977,
St. Martin (French part),1976,
St. Martin (French part),1975,
St. Martin (French part),1974,
St. Martin (French part),1973,
St. Martin (French part),1972,
St. Martin (French part),1971,
St. Martin (French part),1970,
St. Martin (French part),1969,
St. Martin (French part),1968,
St. Martin (French part),1967,
St. Martin (French part),1966,
St. Martin (French part),1965,
St. Martin (French part),1964,
St. Martin (French part),1963,
St. Martin (French part),1962,
St. Martin (French part),1961,
St. Martin (French part),1960,
St. Vincent and the Grenadines,2022,46000000.0
St. Vincent and the Grenadines,2021,35000000.0
St. Vincent and the Grenadines,2020,55000000.0
St. Vincent and the Grenadines,2019,39000000.0
St. Vincent and the Grenadines,2018,44000000.0
St. Vincent and the Grenadines,2017,42000000.0
St. Vincent and the Grenadines,2016,47000000.0
St. Vincent and the Grenadines,2015,46000000.0
St. Vincent and the Grenadines,2014,48000000.0
St. Vincent and the Grenadines,2013,49000000.0
St. Vincent and the Grenadines,2012,43000000.0
St. Vincent and the Grenadines,2011,38000000.0
St. Vincent and the Grenadines,2010,42000000.0
St. Vincent and the Grenadines,2009,49000000.0
St. Vincent and the Grenadines,2008,52000000.0
St. Vincent and the Grenadines,2007,48000000.0
St. Vincent and the Grenadines,2006,38000000.0
St. Vincent and the Grenadines,2005,40000000.0
St. Vincent and the Grenadines,2004,37000000.0
St. Vincent and the Grenadines,2003,38000000.0
St. Vincent and the Grenadines,2002,38000000.0
St. Vincent and the Grenadines,2001,41000000.0
St. Vincent and the Grenadines,2000,47000000.0
St. Vincent and the Grenadines,1999,49000000.0
St. Vincent and the Grenadines,1998,50000000.0
St. Vincent and the Grenadines,1997,46000000.0
St. Vincent and the Grenadines,1996,46000000.0
St. Vincent and the Grenadines,1995,43000000.0
St. Vincent and the Grenadines,1994,50000000.0
St. Vincent and the Grenadines,1993,58000000.0
St. Vincent and the Grenadines,1992,78000000.0
St. Vincent and the Grenadines,1991,67000000.0
St. Vincent and the Grenadines,1990,83000000.0
St. Vincent and the Grenadines,1989,75000000.0
St. Vincent and the Grenadines,1988,85000000.0
St. Vincent and the Grenadines,1987,52000000.0
St. Vincent and the Grenadines,1986,64000000.0
St. Vincent and the Grenadines,1985,63000000.0
St. Vincent and the Grenadines,1984,54000000.0
St. Vincent and the Grenadines,1983,41000000.0
St. Vincent and the Grenadines,1982,32000000.0
St. Vincent and the Grenadines,1981,24000000.0
St. Vincent and the Grenadines,1980,15000000.0
St. Vincent and the Grenadines,1979,15000000.0
St. Vincent and the Grenadines,1978,16000000.0
St. Vincent and the Grenadines,1977,10000000.0
St. Vincent and the Grenadines,1976,9000000.0
St. Vincent and the Grenadines,1975,8000000.0
St. Vincent and the Grenadines,1974,7000000.0
St. Vincent and the Grenadines,1973,5000000.0
St. Vincent and the Grenadines,1972,3000000.0
St. Vincent and the Grenadines,1971,3000000.0
St. Vincent and the Grenadines,1970,4000000.0
St. Vincent and the Grenadines,1969,4000000.0
St. Vincent and the Grenadines,1968,4000000.0
St. Vincent and the Grenadines,1967,4000000.0
St. Vincent and the Grenadines,1966,4000000.0
St. Vincent and the Grenadines,1965,4000000.0
St. Vincent and the Grenadines,1964,4000000.0
St. Vincent and the Grenadines,1963,4000000.0
St. Vincent and the Grenadines,1962,4000000.0
St. Vincent and the Grenadines,1961,3000000.0
St. Vincent and the Grenadines,1960,3000000.0
Sudan,2022,4357000000.0
Sudan,2021,5027000000.0
Sudan,2020,3803000000.0
Sudan,2019,3735000000.0
Sudan,2018,3478000000.0
Sudan,2017,4100000000.0
Sudan,2016,3094000000.0
Sudan,2015,3169000000.0
Sudan,2014,4350000000.0
Sudan,2013,4790000000.0
Sudan,2012,4066000000.0
