Country,Year,Merchandise imports (current US$)
Thailand,2007,139966000000.0
Thailand,2006,128773000000.0
Thailand,2005,118178000000.0
Thailand,2004,94410000000.0
Thailand,2003,75824000000.0
Thailand,2002,64645000000.0
Thailand,2001,61962000000.0
Thailand,2000,61923000000.0
Thailand,1999,50350000000.0
Thailand,1998,42971000000.0
Thailand,1997,62854000000.0
Thailand,1996,72332000000.0
Thailand,1995,70786000000.0
Thailand,1994,54459000000.0
Thailand,1993,46077000000.0
Thailand,1992,40686000000.0
Thailand,1991,37569000000.0
Thailand,1990,33045000000.0
Thailand,1989,25770000000.0
Thailand,1988,20285000000.0
Thailand,1987,13000000000.0
Thailand,1986,9178000000.0
Thailand,1985,9242000000.0
Thailand,1984,10398000000.0
Thailand,1983,10287000000.0
Thailand,1982,8548000000.0
Thailand,1981,9955000000.0
Thailand,1980,9214000000.0
Thailand,1979,7158000000.0
Thailand,1978,5356000000.0
Thailand,1977,4617000000.0
Thailand,1976,3572000000.0
Thailand,1975,3280000000.0
Thailand,1974,3143000000.0
Thailand,1973,2049000000.0
Thailand,1972,1484000000.0
Thailand,1971,1288000000.0
Thailand,1970,1299000000.0
Thailand,1969,1248000000.0
Thailand,1968,1159000000.0
Thailand,1967,1067000000.0
Thailand,1966,890000000.0
Thailand,1965,742000000.0
Thailand,1964,685000000.0
Thailand,1963,614000000.0
Thailand,1962,551000000.0
Thailand,1961,489000000.0
Thailand,1960,454000000.0
Timor-Leste,2022,934000000.0
Timor-Leste,2021,873000000.0
Timor-Leste,2020,625000000.0
Timor-Leste,2019,591000000.0
Timor-Leste,2018,520000000.0
Timor-Leste,2017,554000000.0
Timor-Leste,2016,547000000.0
Timor-Leste,2015,578000000.0
Timor-Leste,2014,858000000.0
Timor-Leste,2013,843000000.0
Timor-Leste,2012,664000000.0
Timor-Leste,2011,319000000.0
Timor-Leste,2010,246000000.0
Timor-Leste,2009,295000000.0
Timor-Leste,2008,269000000.0
Timor-Leste,2007,183000000.0
Timor-Leste,2006,101000000.0
Timor-Leste,2005,109000000.0
Timor-Leste,2004,146000000.0
Timor-Leste,2003,130000000.0
Timor-Leste,2002,
Timor-Leste,2001,
Timor-Leste,2000,
Timor-Leste,1999,
Timor-Leste,1998,
Timor-Leste,1997,
Timor-Leste,1996,
Timor-Leste,1995,
Timor-Leste,1994,
Timor-Leste,1993,
Timor-Leste,1992,
Timor-Leste,1991,
Timor-Leste,1990,
Timor-Leste,1989,
Timor-Leste,1988,
Timor-Leste,1987,
Timor-Leste,1986,
Timor-Leste,1985,
Timor-Leste,1984,
Timor-Leste,1983,
Timor-Leste,1982,
Timor-Leste,1981,
Timor-Leste,1980,
Timor-Leste,1979,
Timor-Leste,1978,
Timor-Leste,1977,
Timor-Leste,1976,
Timor-Leste,1975,
Timor-Leste,1974,
Timor-Leste,1973,
Timor-Leste,1972,
Timor-Leste,1971,
Timor-Leste,1970,
Timor-Leste,1969,
Timor-Leste,1968,
Timor-Leste,1967,
Timor-Leste,1966,
Timor-Leste,1965,
Timor-Leste,1964,
Timor-Leste,1963,
Timor-Leste,1962,
Timor-Leste,1961,
Timor-Leste,1960,
Togo,2022,2666000000.0
Togo,2021,2496000000.0
Togo,2020,2252000000.0
Togo,2019,2091000000.0
Togo,2018,2116000000.0
Togo,2017,1874000000.0
Togo,2016,2261000000.0
Togo,2015,2336000000.0
Togo,2014,2526000000.0
Togo,2013,2769000000.0
Togo,2012,2380000000.0
Togo,2011,2187000000.0
Togo,2010,1683000000.0
Togo,2009,1509000000.0
Togo,2008,1509000000.0
Togo,2007,1237000000.0
Togo,2006,1085000000.0
Togo,2005,1060000000.0
Togo,2004,880000000.0
Togo,2003,775000000.0
Togo,2002,591000000.0
Togo,2001,553000000.0
Togo,2000,562000000.0
Togo,1999,597000000.0
Togo,1998,588000000.0
Togo,1997,645000000.0
Togo,1996,664000000.0
Togo,1995,594000000.0
Togo,1994,222000000.0
Togo,1993,179000000.0
Togo,1992,394000000.0
Togo,1991,443000000.0
Togo,1990,581000000.0
Togo,1989,472000000.0
Togo,1988,487000000.0
Togo,1987,424000000.0
Togo,1986,312000000.0
Togo,1985,288000000.0
Togo,1984,271000000.0
Togo,1983,282000000.0
Togo,1982,393000000.0
Togo,1981,434000000.0
Togo,1980,551000000.0
Togo,1979,519000000.0
Togo,1978,450000000.0
Togo,1977,284000000.0
Togo,1976,185000000.0
Togo,1975,174000000.0
Togo,1974,119000000.0
Togo,1973,101000000.0
Togo,1972,85000000.0
Togo,1971,70000000.0
Togo,1970,65000000.0
Togo,1969,56000000.0
Togo,1968,47000000.0
Togo,1967,45000000.0
Togo,1966,47000000.0
Togo,1965,45000000.0
Togo,1964,42000000.0
Togo,1963,29000000.0
Togo,1962,27000000.0
Togo,1961,26000000.0
Togo,1960,26000000.0
Tonga,2022,245000000.0
Tonga,2021,246000000.0
Tonga,2020,229000000.0
Tonga,2019,238000000.0
Tonga,2018,230000000.0
Tonga,2017,231000000.0
Tonga,2016,229000000.0
Tonga,2015,209000000.0
Tonga,2014,219000000.0
Tonga,2013,198000000.0
Tonga,2012,199000000.0
Tonga,2011,193000000.0
Tonga,2010,159000000.0
Tonga,2009,145000000.0
Tonga,2008,168000000.0
Tonga,2007,143000000.0
Tonga,2006,116000000.0
Tonga,2005,121000000.0
Tonga,2004,105000000.0
Tonga,2003,94000000.0
Tonga,2002,89000000.0
Tonga,2001,73000000.0
Tonga,2000,69000000.0
Tonga,1999,73000000.0
Tonga,1998,69000000.0
Tonga,1997,73000000.0
Tonga,1996,75000000.0
Tonga,1995,77000000.0
Tonga,1994,69000000.0
Tonga,1993,61000000.0
Tonga,1992,63000000.0
Tonga,1991,59000000.0
Tonga,1990,62000000.0
Tonga,1989,54000000.0
Tonga,1988,56000000.0
Tonga,1987,48000000.0
Tonga,1986,41000000.0
Tonga,1985,41000000.0
Tonga,1984,41000000.0
Tonga,1983,38000000.0
Tonga,1982,42000000.0
Tonga,1981,40000000.0
Tonga,1980,38000000.0
Tonga,1979,29000000.0
Tonga,1978,26000000.0
Tonga,1977,20000000.0
Tonga,1976,14000000.0
Tonga,1975,17000000.0
Tonga,1974,17000000.0
Tonga,1973,11000000.0
Tonga,1972,9000000.0
Tonga,1971,7000000.0
Tonga,1970,6000000.0
Tonga,1969,6000000.0
Tonga,1968,6000000.0
Tonga,1967,6000000.0
Tonga,1966,5000000.0
Tonga,1965,4000000.0
Tonga,1964,4000000.0
Tonga,1963,3000000.0
Tonga,1962,3000000.0
Tonga,1961,3000000.0
Tonga,1960,4000000.0
Trinidad and Tobago,2022,6232000000.0
Trinidad and Tobago,2021,5749000000.0
Trinidad and Tobago,2020,4876000000.0
Trinidad and Tobago,2019,6334000000.0
Trinidad and Tobago,2018,7719000000.0
Trinidad and Tobago,2017,6893000000.0
Trinidad and Tobago,2016,8052000000.0
Trinidad and Tobago,2015,9233000000.0
Trinidad and Tobago,2014,11249000000.0
Trinidad and Tobago,2013,12629000000.0
Trinidad and Tobago,2012,9065000000.0
Trinidad and Tobago,2011,9511000000.0
Trinidad and Tobago,2010,6480000000.0
Trinidad and Tobago,2009,6955000000.0
Trinidad and Tobago,2008,9591000000.0
Trinidad and Tobago,2007,7663000000.0
Trinidad and Tobago,2006,6484000000.0
Trinidad and Tobago,2005,5694000000.0
Trinidad and Tobago,2004,4858000000.0
Trinidad and Tobago,2003,3892000000.0
Trinidad and Tobago,2002,3643000000.0
Trinidad and Tobago,2001,3569000000.0
Trinidad and Tobago,2000,3308000000.0
Trinidad and Tobago,1999,2741000000.0
Trinidad and Tobago,1998,2999000000.0
Trinidad and Tobago,1997,2988000000.0
Trinidad and Tobago,1996,2146000000.0
Trinidad and Tobago,1995,1714000000.0
Trinidad and Tobago,1994,1134000000.0
Trinidad and Tobago,1993,1463000000.0
Trinidad and Tobago,1992,1104000000.0
Trinidad and Tobago,1991,1667000000.0
Trinidad and Tobago,1990,1109000000.0
Trinidad and Tobago,1989,1221000000.0
Trinidad and Tobago,1988,1127000000.0
Trinidad and Tobago,1987,1219000000.0
Trinidad and Tobago,1986,1350000000.0
Trinidad and Tobago,1985,1534000000.0
Trinidad and Tobago,1984,1919000000.0
Trinidad and Tobago,1983,2582000000.0
Trinidad and Tobago,1982,3697000000.0
Trinidad and Tobago,1981,3125000000.0
Trinidad and Tobago,1980,3178000000.0
Trinidad and Tobago,1979,2105000000.0
Trinidad and Tobago,1978,1967000000.0
Trinidad and Tobago,1977,1819000000.0
Trinidad and Tobago,1976,2010000000.0
Trinidad and Tobago,1975,1469000000.0
Trinidad and Tobago,1974,1846000000.0
Trinidad and Tobago,1973,797000000.0
Trinidad and Tobago,1972,766000000.0
Trinidad and Tobago,1971,666000000.0
Trinidad and Tobago,1970,544000000.0
Trinidad and Tobago,1969,483000000.0
Trinidad and Tobago,1968,420000000.0
Trinidad and Tobago,1967,417000000.0
Trinidad and Tobago,1966,454000000.0
Trinidad and Tobago,1965,471000000.0
Trinidad and Tobago,1964,426000000.0
Trinidad and Tobago,1963,377000000.0
Trinidad and Tobago,1962,353000000.0
Trinidad and Tobago,1961,341000000.0
Trinidad and Tobago,1960,294000000.0
Tunisia,2022,26656000000.0
Tunisia,2021,22486000000.0
Tunisia,2020,18360000000.0
Tunisia,2019,21564000000.0
Tunisia,2018,22698000000.0
Tunisia,2017,20654000000.0
Tunisia,2016,19462000000.0
Tunisia,2015,20221000000.0
Tunisia,2014,24828000000.0
Tunisia,2013,24266000000.0
Tunisia,2012,24471000000.0
Tunisia,2011,23952000000.0
Tunisia,2010,22215000000.0
Tunisia,2009,19096000000.0
Tunisia,2008,24638000000.0
Tunisia,2007,19099000000.0
Tunisia,2006,15007000000.0
Tunisia,2005,13177000000.0
Tunisia,2004,12818000000.0
Tunisia,2003,10910000000.0
Tunisia,2002,9526000000.0
Tunisia,2001,9529000000.0
Tunisia,2000,8567000000.0
Tunisia,1999,8474000000.0
Tunisia,1998,8350000000.0
Tunisia,1997,7914000000.0
Tunisia,1996,7700000000.0
Tunisia,1995,7902000000.0
Tunisia,1994,6580000000.0
Tunisia,1993,6214000000.0
Tunisia,1992,6431000000.0
Tunisia,1991,5189000000.0
Tunisia,1990,5513000000.0
Tunisia,1989,4374000000.0
Tunisia,1988,3689000000.0
Tunisia,1987,3039000000.0
Tunisia,1986,2890000000.0
Tunisia,1985,2757000000.0
Tunisia,1984,3174000000.0
Tunisia,1983,3107000000.0
Tunisia,1982,3420000000.0
Tunisia,1981,3791000000.0
Tunisia,1980,3540000000.0
Tunisia,1979,2849000000.0
Tunisia,1978,2138000000.0
Tunisia,1977,1825000000.0
Tunisia,1976,1529000000.0
Tunisia,1975,1424000000.0
Tunisia,1974,1128000000.0
Tunisia,1973,682000000.0
Tunisia,1972,466000000.0
Tunisia,1971,345000000.0
Tunisia,1970,306000000.0
Tunisia,1969,266000000.0
Tunisia,1968,218000000.0
Tunisia,1967,261000000.0
Tunisia,1966,250000000.0
Tunisia,1965,246000000.0
Tunisia,1964,248000000.0
Tunisia,1963,223000000.0
Tunisia,1962,216000000.0
Tunisia,1961,211000000.0
Tunisia,1960,191000000.0
Turkiye,2022,363711000000.0
Turkiye,2021,271426000000.0
Turkiye,2020,219517000000.0
Turkiye,2019,210345000000.0
Turkiye,2018,231152000000.0
Turkiye,2017,238715000000.0
Turkiye,2016,202189000000.0
Turkiye,2015,213619000000.0
Turkiye,2014,251142000000.0
Turkiye,2013,260823000000.0
Turkiye,2012,236545000000.0
Turkiye,2011,240842000000.0
Turkiye,2010,185544000000.0
Turkiye,2009,140928000000.0
Turkiye,2008,201964000000.0
Turkiye,2007,170063000000.0
Turkiye,2006,139576000000.0
Turkiye,2005,116774000000.0
Turkiye,2004,97540000000.0
Turkiye,2003,69340000000.0
Turkiye,2002,51554000000.0
Turkiye,2001,41399000000.0
Turkiye,2000,54503000000.0
Turkiye,1999,40226000000.0
Turkiye,1998,45921000000.0
Turkiye,1997,48560000000.0
Turkiye,1996,43628000000.0
Turkiye,1995,35710000000.0
Turkiye,1994,23270000000.0
Turkiye,1993,29428000000.0
Turkiye,1992,22871000000.0
Turkiye,1991,21047000000.0
Turkiye,1990,22303000000.0
Turkiye,1989,15792000000.0
Turkiye,1988,14335000000.0
Turkiye,1987,14158000000.0
Turkiye,1986,11105000000.0
Turkiye,1985,11344000000.0
Turkiye,1984,10757000000.0
Turkiye,1983,9235000000.0
Turkiye,1982,8843000000.0
Turkiye,1981,8933000000.0
Turkiye,1980,7910000000.0
Turkiye,1979,5070000000.0
Turkiye,1978,4599000000.0
Turkiye,1977,5796000000.0
Turkiye,1976,5129000000.0
Turkiye,1975,4739000000.0
Turkiye,1974,3778000000.0
Turkiye,1973,2086000000.0
Turkiye,1972,1563000000.0
Turkiye,1971,1171000000.0
Turkiye,1970,948000000.0
Turkiye,1969,801000000.0
Turkiye,1968,764000000.0
Turkiye,1967,685000000.0
Turkiye,1966,718000000.0
Turkiye,1965,572000000.0
Turkiye,1964,537000000.0
Turkiye,1963,688000000.0
Turkiye,1962,619000000.0
Turkiye,1961,507000000.0
Turkiye,1960,468000000.0
Turkmenistan,2022,3250000000.0
Turkmenistan,2021,4023000000.0
Turkmenistan,2020,3233000000.0
Turkmenistan,2019,2992000000.0
Turkmenistan,2018,2390000000.0
Turkmenistan,2017,4571000000.0
Turkmenistan,2016,4994000000.0
Turkmenistan,2015,7000000000.0
Turkmenistan,2014,10000000000.0
Turkmenistan,2013,10000000000.0
Turkmenistan,2012,9900000000.0
Turkmenistan,2011,7600000000.0
Turkmenistan,2010,5700000000.0
Turkmenistan,2009,6800000000.0
Turkmenistan,2008,5600000000.0
Turkmenistan,2007,3619000000.0
Turkmenistan,2006,2560000000.0
Turkmenistan,2005,2947000000.0
Turkmenistan,2004,3320000000.0
Turkmenistan,2003,2512000000.0
Turkmenistan,2002,2120000000.0
Turkmenistan,2001,2250000000.0
Turkmenistan,2000,1786000000.0
Turkmenistan,1999,1478000000.0
Turkmenistan,1998,980000000.0
Turkmenistan,1997,1230000000.0
Turkmenistan,1996,1315000000.0
Turkmenistan,1995,1365000000.0
Turkmenistan,1994,1470000000.0
Turkmenistan,1993,501000000.0
Turkmenistan,1992,543000000.0
Turkmenistan,1991,
Turkmenistan,1990,
Turkmenistan,1989,
Turkmenistan,1988,
Turkmenistan,1987,
Turkmenistan,1986,
Turkmenistan,1985,
Turkmenistan,1984,
Turkmenistan,1983,
Turkmenistan,1982,
Turkmenistan,1981,
Turkmenistan,1980,
Turkmenistan,1979,
Turkmenistan,1978,
Turkmenistan,1977,
Turkmenistan,1976,
Turkmenistan,1975,
Turkmenistan,1974,
Turkmenistan,1973,
Turkmenistan,1972,
Turkmenistan,1971,
Turkmenistan,1970,
Turkmenistan,1969,
Turkmenistan,1968,
Turkmenistan,1967,
Turkmenistan,1966,
Turkmenistan,1965,
Turkmenistan,1964,
Turkmenistan,1963,
Turkmenistan,1962,
Turkmenistan,1961,
Turkmenistan,1960,
Turks and Caicos Islands,2022,467000000.0
Turks and Caicos Islands,2021,412000000.0
Turks and Caicos Islands,2020,326000000.0
Turks and Caicos Islands,2019,352000000.0
Turks and Caicos Islands,2018,362000000.0
Turks and Caicos Islands,2017,370000000.0
Turks and Caicos Islands,2016,389000000.0
Turks and Caicos Islands,2015,410000000.0
Turks and Caicos Islands,2014,406000000.0
Turks and Caicos Islands,2013,
Turks and Caicos Islands,2012,
Turks and Caicos Islands,2011,
Turks and Caicos Islands,2010,
Turks and Caicos Islands,2009,
Turks and Caicos Islands,2008,
Turks and Caicos Islands,2007,
Turks and Caicos Islands,2006,
Turks and Caicos Islands,2005,
Turks and Caicos Islands,2004,
Turks and Caicos Islands,2003,
Turks and Caicos Islands,2002,
Turks and Caicos Islands,2001,
Turks and Caicos Islands,2000,
Turks and Caicos Islands,1999,
Turks and Caicos Islands,1998,
Turks and Caicos Islands,1997,
Turks and Caicos Islands,1996,
Turks and Caicos Islands,1995,
Turks and Caicos Islands,1994,
Turks and Caicos Islands,1993,
Turks and Caicos Islands,1992,
Turks and Caicos Islands,1991,
Turks and Caicos Islands,1990,
Turks and Caicos Islands,1989,
Turks and Caicos Islands,1988,
Turks and Caicos Islands,1987,
Turks and Caicos Islands,1986,
Turks and Caicos Islands,1985,
Turks and Caicos Islands,1984,
Turks and Caicos Islands,1983,
Turks and Caicos Islands,1982,
Turks and Caicos Islands,1981,
Turks and Caicos Islands,1980,
Turks and Caicos Islands,1979,
Turks and Caicos Islands,1978,
Turks and Caicos Islands,1977,
Turks and Caicos Islands,1976,
Turks and Caicos Islands,1975,
Turks and Caicos Islands,1974,
Turks and Caicos Islands,1973,
Turks and Caicos Islands,1972,
Turks and Caicos Islands,1971,
Turks and Caicos Islands,1970,
Turks and Caicos Islands,1969,
Turks and Caicos Islands,1968,
Turks and Caicos Islands,1967,
Turks and Caicos Islands,1966,
Turks and Caicos Islands,1965,
Turks and Caicos Islands,1964,
Turks and Caicos Islands,1963,
Turks and Caicos Islands,1962,
Turks and Caicos Islands,1961,
Turks and Caicos Islands,1960,
Tuvalu,2022,34000000.0
Tuvalu,2021,34000000.0
Tuvalu,2020,34000000.0
Tuvalu,2019,33000000.0
Tuvalu,2018,25000000.0
Tuvalu,2017,27000000.0
Tuvalu,2016,23000000.0
Tuvalu,2015,37000000.0
Tuvalu,2014,22000000.0
Tuvalu,2013,21000000.0
Tuvalu,2012,21000000.0
Tuvalu,2011,27000000.0
Tuvalu,2010,22000000.0
Tuvalu,2009,14000000.0
Tuvalu,2008,26000000.0
Tuvalu,2007,16000000.0
Tuvalu,2006,13000000.0
Tuvalu,2005,13000000.0
Tuvalu,2004,11000000.0
Tuvalu,2003,8000000.0
Tuvalu,2002,11000000.0
Tuvalu,2001,4000000.0
Tuvalu,2000,5000000.0
Tuvalu,1999,8000000.0
Tuvalu,1998,10000000.0
Tuvalu,1997,8000000.0
Tuvalu,1996,6000000.0
Tuvalu,1995,6000000.0
Tuvalu,1994,8000000.0
Tuvalu,1993,7000000.0
Tuvalu,1992,5000000.0
Tuvalu,1991,4000000.0
Tuvalu,1990,5000000.0
Tuvalu,1989,5000000.0
Tuvalu,1988,6000000.0
Tuvalu,1987,4000000.0
Tuvalu,1986,3000000.0
Tuvalu,1985,3000000.0
Tuvalu,1984,4000000.0
Tuvalu,1983,3000000.0
Tuvalu,1982,3000000.0
Tuvalu,1981,3000000.0
Tuvalu,1980,4000000.0
Tuvalu,1979,
Tuvalu,1978,
Tuvalu,1977,
Tuvalu,1976,
Tuvalu,1975,
Tuvalu,1974,
Tuvalu,1973,
Tuvalu,1972,
Tuvalu,1971,
Tuvalu,1970,
Tuvalu,1969,
Tuvalu,1968,
Tuvalu,1967,
Tuvalu,1966,
Tuvalu,1965,
Tuvalu,1964,
Tuvalu,1963,
Tuvalu,1962,
Tuvalu,1961,
Tuvalu,1960,
Uganda,2022,9366000000.0
Uganda,2021,8793000000.0
Uganda,2020,8251000000.0
Uganda,2019,7696000000.0
Uganda,2018,6729000000.0
Uganda,2017,5596000000.0
Uganda,2016,4829000000.0
Uganda,2015,5528000000.0
Uganda,2014,6074000000.0
Uganda,2013,5818000000.0
Uganda,2012,6044000000.0
Uganda,2011,5631000000.0
Uganda,2010,4664000000.0
Uganda,2009,4247000000.0
Uganda,2008,4526000000.0
Uganda,2007,3493000000.0
Uganda,2006,2557000000.0
Uganda,2005,2054000000.0
Uganda,2004,1726000000.0
Uganda,2003,1375000000.0
Uganda,2002,1053000000.0
Uganda,2001,1594000000.0
Uganda,2000,1536000000.0
Uganda,1999,1342000000.0
Uganda,1998,1416000000.0
Uganda,1997,1316000000.0
Uganda,1996,1191000000.0
Uganda,1995,1056000000.0
Uganda,1994,875000000.0
Uganda,1993,535000000.0
Uganda,1992,505000000.0
Uganda,1991,196000000.0
Uganda,1990,288000000.0
Uganda,1989,271000000.0
Uganda,1988,887000000.0
Uganda,1987,848000000.0
Uganda,1986,307000000.0
Uganda,1985,327000000.0
Uganda,1984,344000000.0
Uganda,1983,377000000.0
Uganda,1982,377000000.0
Uganda,1981,345000000.0
Uganda,1980,293000000.0
Uganda,1979,197000000.0
Uganda,1978,254000000.0
Uganda,1977,241000000.0
Uganda,1976,172000000.0
Uganda,1975,207000000.0
Uganda,1974,213000000.0
Uganda,1973,163000000.0
Uganda,1972,162000000.0
Uganda,1971,250000000.0
Uganda,1970,172000000.0
Uganda,1969,175000000.0
Uganda,1968,165000000.0
Uganda,1967,159000000.0
Uganda,1966,166000000.0
Uganda,1965,161000000.0
Uganda,1964,130000000.0
Uganda,1963,114000000.0
Uganda,1962,95000000.0
Uganda,1961,95000000.0
Uganda,1960,91000000.0
Ukraine,2022,55237000000.0
Ukraine,2021,72843000000.0
Ukraine,2020,54337000000.0
Ukraine,2019,60800000000.0
Ukraine,2018,57188000000.0
Ukraine,2017,49609000000.0
Ukraine,2016,39252000000.0
Ukraine,2015,37517000000.0
Ukraine,2014,54430000000.0
Ukraine,2013,76787000000.0
Ukraine,2012,84639000000.0
Ukraine,2011,82594000000.0
Ukraine,2010,60911000000.0
Ukraine,2009,45487000000.0
Ukraine,2008,85535000000.0
Ukraine,2007,60618000000.0
Ukraine,2006,45039000000.0
Ukraine,2005,36136000000.0
