Country,Year,Net migration
Solomon Islands,2003,-2685.0
Solomon Islands,2002,-2603.0
Solomon Islands,2001,-2511.0
Solomon Islands,2000,-2137.0
Solomon Islands,1999,-1478.0
Solomon Islands,1998,-1065.0
Solomon Islands,1997,-971.0
Solomon Islands,1996,-908.0
Solomon Islands,1995,-859.0
Solomon Islands,1994,-793.0
Solomon Islands,1993,-726.0
Solomon Islands,1992,-650.0
Solomon Islands,1991,-585.0
Solomon Islands,1990,-529.0
Solomon Islands,1989,-475.0
Solomon Islands,1988,-430.0
Solomon Islands,1987,-220.0
Solomon Islands,1986,188.0
Solomon Islands,1985,397.0
Solomon Islands,1984,398.0
Solomon Islands,1983,383.0
Solomon Islands,1982,375.0
Solomon Islands,1981,352.0
Solomon Islands,1980,333.0
Solomon Islands,1979,302.0
Solomon Islands,1978,253.0
Solomon Islands,1977,180.0
Solomon Islands,1976,-39.0
Solomon Islands,1975,-406.0
Solomon Islands,1974,-682.0
Solomon Islands,1973,-844.0
Solomon Islands,1972,-952.0
Solomon Islands,1971,-1031.0
Solomon Islands,1970,-901.0
Solomon Islands,1969,-612.0
Solomon Islands,1968,-471.0
Solomon Islands,1967,-462.0
Solomon Islands,1966,-445.0
Solomon Islands,1965,-423.0
Solomon Islands,1964,-417.0
Solomon Islands,1963,-408.0
Solomon Islands,1962,-404.0
Solomon Islands,1961,-395.0
Solomon Islands,1960,-385.0
Somalia,2022,
Somalia,2021,-17071.0
Somalia,2020,-11383.0
Somalia,2019,48055.0
Somalia,2018,40844.0
Somalia,2017,38067.0
Somalia,2016,124017.0
Somalia,2015,-17178.0
Somalia,2014,6065.0
Somalia,2013,20723.0
Somalia,2012,-51833.0
Somalia,2011,-326192.0
Somalia,2010,-88448.0
Somalia,2009,-101795.0
Somalia,2008,-102035.0
Somalia,2007,8476.0
Somalia,2006,-67200.0
Somalia,2005,-5955.0
Somalia,2004,17353.0
Somalia,2003,33174.0
Somalia,2002,12603.0
Somalia,2001,40274.0
Somalia,2000,53580.0
Somalia,1999,37548.0
Somalia,1998,55426.0
Somalia,1997,49692.0
Somalia,1996,-46291.0
Somalia,1995,65888.0
Somalia,1994,-50921.0
Somalia,1993,261815.0
Somalia,1992,-179675.0
Somalia,1991,-568166.0
Somalia,1990,-248155.0
Somalia,1989,-266281.0
Somalia,1988,-415660.0
Somalia,1987,-17391.0
Somalia,1986,74424.0
Somalia,1985,62183.0
Somalia,1984,60630.0
Somalia,1983,9505.0
Somalia,1982,6115.0
Somalia,1981,-332129.0
Somalia,1980,65519.0
Somalia,1979,582746.0
Somalia,1978,402005.0
Somalia,1977,2170.0
Somalia,1976,-3831.0
Somalia,1975,-1934.0
Somalia,1974,-495.0
Somalia,1973,143.0
Somalia,1972,-351.0
Somalia,1971,-1850.0
Somalia,1970,1104.0
Somalia,1969,690.0
Somalia,1968,906.0
Somalia,1967,1498.0
Somalia,1966,941.0
Somalia,1965,2142.0
Somalia,1964,1518.0
Somalia,1963,1449.0
Somalia,1962,1496.0
Somalia,1961,1336.0
Somalia,1960,750.0
South Africa,2022,
South Africa,2021,10934.0
South Africa,2020,30852.0
South Africa,2019,22728.0
South Africa,2018,27265.0
South Africa,2017,-10681.0
South Africa,2016,-866101.0
South Africa,2015,644996.0
South Africa,2014,290874.0
South Africa,2013,63794.0
South Africa,2012,68846.0
South Africa,2011,65295.0
South Africa,2010,68599.0
South Africa,2009,41532.0
South Africa,2008,36948.0
South Africa,2007,36414.0
South Africa,2006,33357.0
South Africa,2005,31424.0
South Africa,2004,58977.0
South Africa,2003,65721.0
South Africa,2002,50323.0
South Africa,2001,-29826.0
South Africa,2000,-80388.0
South Africa,1999,-77647.0
South Africa,1998,-59065.0
South Africa,1997,-56052.0
South Africa,1996,-85040.0
South Africa,1995,-98300.0
South Africa,1994,-76997.0
South Africa,1993,-96947.0
South Africa,1992,-85560.0
South Africa,1991,12361.0
South Africa,1990,231224.0
South Africa,1989,299676.0
South Africa,1988,288713.0
South Africa,1987,266936.0
South Africa,1986,243491.0
South Africa,1985,123316.0
South Africa,1984,73562.0
South Africa,1983,57416.0
South Africa,1982,37693.0
South Africa,1981,28782.0
South Africa,1980,52736.0
South Africa,1979,56298.0
South Africa,1978,62116.0
South Africa,1977,63715.0
South Africa,1976,27255.0
South Africa,1975,38750.0
South Africa,1974,38493.0
South Africa,1973,41090.0
South Africa,1972,38121.0
South Africa,1971,32976.0
South Africa,1970,61524.0
South Africa,1969,71155.0
South Africa,1968,77095.0
South Africa,1967,80165.0
South Africa,1966,75469.0
South Africa,1965,80687.0
South Africa,1964,74419.0
South Africa,1963,70976.0
South Africa,1962,68068.0
South Africa,1961,56098.0
South Africa,1960,18909.0
South Sudan,2022,
South Sudan,2021,-31885.0
South Sudan,2020,-74415.0
South Sudan,2019,2048.0
South Sudan,2018,-297041.0
South Sudan,2017,-672697.0
South Sudan,2016,-655870.0
South Sudan,2015,-160109.0
South Sudan,2014,-471614.0
South Sudan,2013,65337.0
South Sudan,2012,125766.0
South Sudan,2011,194323.0
South Sudan,2010,299400.0
South Sudan,2009,139129.0
South Sudan,2008,165553.0
South Sudan,2007,167356.0
South Sudan,2006,153929.0
South Sudan,2005,132868.0
South Sudan,2004,110187.0
South Sudan,2003,91958.0
South Sudan,2002,82850.0
South Sudan,2001,77854.0
South Sudan,2000,74224.0
South Sudan,1999,70269.0
South Sudan,1998,64284.0
South Sudan,1997,48277.0
South Sudan,1996,17951.0
South Sudan,1995,17077.0
South Sudan,1994,16418.0
South Sudan,1993,15772.0
South Sudan,1992,15074.0
South Sudan,1991,14325.0
South Sudan,1990,12993.0
South Sudan,1989,-130821.0
South Sudan,1988,-97065.0
South Sudan,1987,0.0
South Sudan,1986,0.0
South Sudan,1985,0.0
South Sudan,1984,0.0
South Sudan,1983,0.0
South Sudan,1982,0.0
South Sudan,1981,0.0
South Sudan,1980,0.0
South Sudan,1979,0.0
South Sudan,1978,0.0
South Sudan,1977,0.0
South Sudan,1976,0.0
South Sudan,1975,0.0
South Sudan,1974,0.0
South Sudan,1973,0.0
South Sudan,1972,0.0
South Sudan,1971,0.0
South Sudan,1970,0.0
South Sudan,1969,0.0
South Sudan,1968,0.0
South Sudan,1967,0.0
South Sudan,1966,0.0
South Sudan,1965,0.0
South Sudan,1964,0.0
South Sudan,1963,0.0
South Sudan,1962,0.0
South Sudan,1961,0.0
South Sudan,1960,0.0
Spain,2022,
Spain,2021,275022.0
Spain,2020,208791.0
Spain,2019,458942.0
Spain,2018,339064.0
Spain,2017,167475.0
Spain,2016,89021.0
Spain,2015,-871.0
Spain,2014,-94869.0
Spain,2013,-254292.0
Spain,2012,-144619.0
Spain,2011,57170.0
Spain,2010,62782.0
Spain,2009,130589.0
Spain,2008,430778.0
Spain,2007,774489.0
Spain,2006,658689.0
Spain,2005,632974.0
Spain,2004,661105.0
Spain,2003,662840.0
Spain,2002,741349.0
Spain,2001,185594.0
Spain,2000,175213.0
Spain,1999,170694.0
Spain,1998,168468.0
Spain,1997,166516.0
Spain,1996,164247.0
Spain,1995,164507.0
Spain,1994,162131.0
Spain,1993,162620.0
Spain,1992,162339.0
Spain,1991,123866.0
Spain,1990,-38206.0
Spain,1989,-31560.0
Spain,1988,-24067.0
Spain,1987,-22528.0
Spain,1986,-19462.0
Spain,1985,-17354.0
Spain,1984,-18090.0
Spain,1983,-21369.0
Spain,1982,-16439.0
Spain,1981,-6044.0
Spain,1980,15108.0
Spain,1979,-6124.0
Spain,1978,-1893.0
Spain,1977,195.0
Spain,1976,4854.0
Spain,1975,1177.0
Spain,1974,105120.0
Spain,1973,9876.0
Spain,1972,7538.0
Spain,1971,14581.0
Spain,1970,-53295.0
Spain,1969,-34330.0
Spain,1968,-40257.0
Spain,1967,-27597.0
Spain,1966,-32459.0
Spain,1965,-36245.0
Spain,1964,-33780.0
Spain,1963,-36275.0
Spain,1962,-42096.0
Spain,1961,-33339.0
Spain,1960,-150213.0
Sri Lanka,2022,
Sri Lanka,2021,-92400.0
Sri Lanka,2020,-92400.0
Sri Lanka,2019,-94897.0
Sri Lanka,2018,-97100.0
Sri Lanka,2017,-98598.0
Sri Lanka,2016,-98896.0
Sri Lanka,2015,-98598.0
Sri Lanka,2014,-97807.0
Sri Lanka,2013,-97189.0
Sri Lanka,2012,-97095.0
Sri Lanka,2011,-13277.0
Sri Lanka,2010,-26603.0
Sri Lanka,2009,5484.0
Sri Lanka,2008,-11557.0
Sri Lanka,2007,-19572.0
Sri Lanka,2006,-23795.0
Sri Lanka,2005,-36955.0
Sri Lanka,2004,-1028.0
Sri Lanka,2003,-20932.0
Sri Lanka,2002,-20309.0
Sri Lanka,2001,-15604.0
Sri Lanka,2000,-91900.0
Sri Lanka,1999,-92896.0
Sri Lanka,1998,-92990.0
Sri Lanka,1997,-90691.0
Sri Lanka,1996,-83689.0
Sri Lanka,1995,-73695.0
Sri Lanka,1994,-63104.0
Sri Lanka,1993,-54206.0
Sri Lanka,1992,-48501.0
Sri Lanka,1991,-42400.0
Sri Lanka,1990,-36199.0
Sri Lanka,1989,-30997.0
Sri Lanka,1988,-27896.0
Sri Lanka,1987,-28905.0
Sri Lanka,1986,-38793.0
Sri Lanka,1985,-53596.0
Sri Lanka,1984,-68489.0
Sri Lanka,1983,-78295.0
Sri Lanka,1982,-78992.0
Sri Lanka,1981,-74202.0
Sri Lanka,1980,-66398.0
Sri Lanka,1979,-57696.0
Sri Lanka,1978,-50197.0
Sri Lanka,1977,-45398.0
Sri Lanka,1976,-41298.0
Sri Lanka,1975,-37505.0
Sri Lanka,1974,-33995.0
Sri Lanka,1973,-30602.0
Sri Lanka,1972,-27097.0
Sri Lanka,1971,-22014.0
Sri Lanka,1970,-16297.0
Sri Lanka,1969,-11304.0
Sri Lanka,1968,-8198.0
Sri Lanka,1967,-7693.0
Sri Lanka,1966,-7899.0
Sri Lanka,1965,-8295.0
Sri Lanka,1964,-8695.0
Sri Lanka,1963,-9202.0
Sri Lanka,1962,-9899.0
Sri Lanka,1961,-11097.0
Sri Lanka,1960,-12606.0
St. Kitts and Nevis,2022,
St. Kitts and Nevis,2021,-90.0
St. Kitts and Nevis,2020,-191.0
St. Kitts and Nevis,2019,-191.0
St. Kitts and Nevis,2018,-191.0
St. Kitts and Nevis,2017,-191.0
St. Kitts and Nevis,2016,-191.0
St. Kitts and Nevis,2015,-191.0
St. Kitts and Nevis,2014,-191.0
St. Kitts and Nevis,2013,-191.0
St. Kitts and Nevis,2012,-191.0
St. Kitts and Nevis,2011,0.0
St. Kitts and Nevis,2010,-160.0
St. Kitts and Nevis,2009,-171.0
St. Kitts and Nevis,2008,-174.0
St. Kitts and Nevis,2007,-192.0
St. Kitts and Nevis,2006,-205.0
St. Kitts and Nevis,2005,-222.0
St. Kitts and Nevis,2004,-228.0
St. Kitts and Nevis,2003,-214.0
St. Kitts and Nevis,2002,-195.0
St. Kitts and Nevis,2001,-5.0
St. Kitts and Nevis,2000,248.0
St. Kitts and Nevis,1999,173.0
St. Kitts and Nevis,1998,147.0
St. Kitts and Nevis,1997,122.0
St. Kitts and Nevis,1996,150.0
St. Kitts and Nevis,1995,143.0
St. Kitts and Nevis,1994,165.0
St. Kitts and Nevis,1993,157.0
St. Kitts and Nevis,1992,155.0
St. Kitts and Nevis,1991,-240.0
St. Kitts and Nevis,1990,-861.0
St. Kitts and Nevis,1989,-835.0
St. Kitts and Nevis,1988,-825.0
St. Kitts and Nevis,1987,-828.0
St. Kitts and Nevis,1986,-845.0
St. Kitts and Nevis,1985,-894.0
St. Kitts and Nevis,1984,-892.0
St. Kitts and Nevis,1983,-922.0
St. Kitts and Nevis,1982,-940.0
St. Kitts and Nevis,1981,-849.0
St. Kitts and Nevis,1980,-799.0
St. Kitts and Nevis,1979,-865.0
St. Kitts and Nevis,1978,-862.0
St. Kitts and Nevis,1977,-899.0
St. Kitts and Nevis,1976,-931.0
St. Kitts and Nevis,1975,-929.0
St. Kitts and Nevis,1974,-911.0
St. Kitts and Nevis,1973,-852.0
St. Kitts and Nevis,1972,-814.0
St. Kitts and Nevis,1971,-831.0
St. Kitts and Nevis,1970,-1280.0
St. Kitts and Nevis,1969,-2506.0
St. Kitts and Nevis,1968,-2430.0
St. Kitts and Nevis,1967,-2501.0
St. Kitts and Nevis,1966,-2596.0
St. Kitts and Nevis,1965,-2656.0
St. Kitts and Nevis,1964,-2655.0
St. Kitts and Nevis,1963,-2624.0
St. Kitts and Nevis,1962,-2480.0
St. Kitts and Nevis,1961,-2347.0
St. Kitts and Nevis,1960,-1812.0
St. Lucia,2022,
St. Lucia,2021,0.0
St. Lucia,2020,0.0
St. Lucia,2019,0.0
St. Lucia,2018,0.0
St. Lucia,2017,0.0
St. Lucia,2016,0.0
St. Lucia,2015,0.0
St. Lucia,2014,0.0
St. Lucia,2013,0.0
St. Lucia,2012,11.0
St. Lucia,2011,181.0
St. Lucia,2010,438.0
St. Lucia,2009,200.0
St. Lucia,2008,59.0
St. Lucia,2007,-27.0
St. Lucia,2006,-78.0
St. Lucia,2005,-88.0
St. Lucia,2004,-118.0
St. Lucia,2003,-182.0
St. Lucia,2002,-240.0
St. Lucia,2001,-556.0
St. Lucia,2000,-773.0
St. Lucia,1999,-621.0
St. Lucia,1998,-878.0
St. Lucia,1997,-1013.0
St. Lucia,1996,-1077.0
St. Lucia,1995,-1071.0
St. Lucia,1994,-1001.0
St. Lucia,1993,-905.0
St. Lucia,1992,-737.0
St. Lucia,1991,-1072.0
St. Lucia,1990,-1211.0
St. Lucia,1989,-1447.0
St. Lucia,1988,-1438.0
St. Lucia,1987,-1418.0
St. Lucia,1986,-1401.0
St. Lucia,1985,-1381.0
St. Lucia,1984,-1365.0
St. Lucia,1983,-1329.0
St. Lucia,1982,-1269.0
St. Lucia,1981,-1244.0
St. Lucia,1980,-1316.0
St. Lucia,1979,-1442.0
St. Lucia,1978,-1505.0
St. Lucia,1977,-1503.0
St. Lucia,1976,-1476.0
St. Lucia,1975,-1464.0
St. Lucia,1974,-1679.0
St. Lucia,1973,-1577.0
St. Lucia,1972,-1495.0
St. Lucia,1971,-1447.0
St. Lucia,1970,-1390.0
St. Lucia,1969,-1848.0
St. Lucia,1968,-1992.0
St. Lucia,1967,-2013.0
St. Lucia,1966,-2045.0
St. Lucia,1965,-2065.0
St. Lucia,1964,-2082.0
St. Lucia,1963,-2085.0
St. Lucia,1962,-2085.0
St. Lucia,1961,-2084.0
St. Lucia,1960,-1912.0
St. Martin (French part),2022,
St. Martin (French part),2021,-948.0
St. Martin (French part),2020,-949.0
St. Martin (French part),2019,-949.0
St. Martin (French part),2018,-1356.0
St. Martin (French part),2017,-816.0
St. Martin (French part),2016,-734.0
St. Martin (French part),2015,-662.0
St. Martin (French part),2014,-865.0
St. Martin (French part),2013,-1013.0
St. Martin (French part),2012,-962.0
St. Martin (French part),2011,-857.0
St. Martin (French part),2010,-447.0
St. Martin (French part),2009,-9.0
St. Martin (French part),2008,52.0
St. Martin (French part),2007,98.0
St. Martin (French part),2006,128.0
St. Martin (French part),2005,150.0
St. Martin (French part),2004,158.0
St. Martin (French part),2003,158.0
St. Martin (French part),2002,161.0
St. Martin (French part),2001,158.0
St. Martin (French part),2000,159.0
St. Martin (French part),1999,-392.0
St. Martin (French part),1998,-899.0
St. Martin (French part),1997,-827.0
St. Martin (French part),1996,-760.0
St. Martin (French part),1995,-704.0
St. Martin (French part),1994,-651.0
St. Martin (French part),1993,-603.0
St. Martin (French part),1992,-554.0
St. Martin (French part),1991,-512.0
St. Martin (French part),1990,2.0
St. Martin (French part),1989,1973.0
St. Martin (French part),1988,2005.0
St. Martin (French part),1987,2020.0
St. Martin (French part),1986,2022.0
St. Martin (French part),1985,2009.0
St. Martin (French part),1984,1988.0
St. Martin (French part),1983,1964.0
St. Martin (French part),1982,1590.0
St. Martin (French part),1981,-50.0
St. Martin (French part),1980,-27.0
St. Martin (French part),1979,-12.0
St. Martin (French part),1978,5.0
St. Martin (French part),1977,22.0
St. Martin (French part),1976,38.0
St. Martin (French part),1975,56.0
St. Martin (French part),1974,-15.0
St. Martin (French part),1973,-32.0
St. Martin (French part),1972,-32.0
St. Martin (French part),1971,-34.0
St. Martin (French part),1970,-35.0
St. Martin (French part),1969,-37.0
St. Martin (French part),1968,-38.0
St. Martin (French part),1967,100.0
St. Martin (French part),1966,78.0
St. Martin (French part),1965,38.0
St. Martin (French part),1964,0.0
St. Martin (French part),1963,0.0
St. Martin (French part),1962,0.0
St. Martin (French part),1961,0.0
St. Martin (French part),1960,0.0
St. Vincent and the Grenadines,2022,
St. Vincent and the Grenadines,2021,-379.0
St. Vincent and the Grenadines,2020,-379.0
St. Vincent and the Grenadines,2019,-758.0
St. Vincent and the Grenadines,2018,-807.0
St. Vincent and the Grenadines,2017,-847.0
St. Vincent and the Grenadines,2016,-1295.0
St. Vincent and the Grenadines,2015,-1295.0
St. Vincent and the Grenadines,2014,-1295.0
St. Vincent and the Grenadines,2013,-1569.0
St. Vincent and the Grenadines,2012,-1569.0
St. Vincent and the Grenadines,2011,-1665.0
St. Vincent and the Grenadines,2010,-1660.0
St. Vincent and the Grenadines,2009,-1659.0
St. Vincent and the Grenadines,2008,-1653.0
St. Vincent and the Grenadines,2007,-1719.0
St. Vincent and the Grenadines,2006,-1780.0
St. Vincent and the Grenadines,2005,-1757.0
St. Vincent and the Grenadines,2004,-1726.0
St. Vincent and the Grenadines,2003,-1699.0
St. Vincent and the Grenadines,2002,-1537.0
St. Vincent and the Grenadines,2001,-1563.0
St. Vincent and the Grenadines,2000,-1618.0
St. Vincent and the Grenadines,1999,-1661.0
St. Vincent and the Grenadines,1998,-1672.0
St. Vincent and the Grenadines,1997,-1661.0
St. Vincent and the Grenadines,1996,-1643.0
St. Vincent and the Grenadines,1995,-1640.0
St. Vincent and the Grenadines,1994,-1630.0
St. Vincent and the Grenadines,1993,-1618.0
St. Vincent and the Grenadines,1992,-1606.0
St. Vincent and the Grenadines,1991,-1595.0
St. Vincent and the Grenadines,1990,-1915.0
St. Vincent and the Grenadines,1989,-1859.0
St. Vincent and the Grenadines,1988,-1831.0
St. Vincent and the Grenadines,1987,-1813.0
St. Vincent and the Grenadines,1986,-1784.0
St. Vincent and the Grenadines,1985,-1785.0
St. Vincent and the Grenadines,1984,-1810.0
St. Vincent and the Grenadines,1983,-1892.0
St. Vincent and the Grenadines,1982,-1876.0
St. Vincent and the Grenadines,1981,-1752.0
St. Vincent and the Grenadines,1980,-1935.0
St. Vincent and the Grenadines,1979,-2029.0
St. Vincent and the Grenadines,1978,-1906.0
St. Vincent and the Grenadines,1977,-1814.0
St. Vincent and the Grenadines,1976,-1815.0
St. Vincent and the Grenadines,1975,-1812.0
St. Vincent and the Grenadines,1974,-1722.0
St. Vincent and the Grenadines,1973,-1718.0
St. Vincent and the Grenadines,1972,-1712.0
St. Vincent and the Grenadines,1971,-1718.0
St. Vincent and the Grenadines,1970,-1633.0
St. Vincent and the Grenadines,1969,-1610.0
St. Vincent and the Grenadines,1968,-1622.0
St. Vincent and the Grenadines,1967,-1619.0
St. Vincent and the Grenadines,1966,-1516.0
St. Vincent and the Grenadines,1965,-1515.0
St. Vincent and the Grenadines,1964,-1518.0
St. Vincent and the Grenadines,1963,-1524.0
St. Vincent and the Grenadines,1962,-1430.0
St. Vincent and the Grenadines,1961,-1423.0
St. Vincent and the Grenadines,1960,-1428.0
Sudan,2022,
Sudan,2021,-15223.0
Sudan,2020,86.0
Sudan,2019,-29450.0
Sudan,2018,74198.0
Sudan,2017,189497.0
Sudan,2016,97646.0
Sudan,2015,49080.0
Sudan,2014,85052.0
Sudan,2013,-185339.0
Sudan,2012,-221502.0
Sudan,2011,-337194.0
Sudan,2010,-331713.0
Sudan,2009,-79473.0
Sudan,2008,-72121.0
Sudan,2007,-13752.0
Sudan,2006,-12376.0
Sudan,2005,-10644.0
Sudan,2004,-86754.0
Sudan,2003,-149595.0
Sudan,2002,-159912.0
Sudan,2001,-136249.0
Sudan,2000,-80698.0
Sudan,1999,-58808.0
Sudan,1998,-48202.0
Sudan,1997,-47334.0
Sudan,1996,-56798.0
Sudan,1995,-71692.0
Sudan,1994,-70382.0
Sudan,1993,-87480.0
Sudan,1992,-248714.0
Sudan,1991,-254515.0
Sudan,1990,-227157.0
Sudan,1989,-224983.0
Sudan,1988,-219374.0
Sudan,1987,-223978.0
Sudan,1986,-224853.0
Sudan,1985,-207483.0
Sudan,1984,-188903.0
Sudan,1983,-54326.0
Sudan,1982,83392.0
Sudan,1981,147787.0
Sudan,1980,151287.0
Sudan,1979,140384.0
Sudan,1978,134773.0
Sudan,1977,129474.0
Sudan,1976,104615.0
Sudan,1975,105500.0
Sudan,1974,100318.0
Sudan,1973,5788.0
Sudan,1972,2243.0
Sudan,1971,-3573.0
Sudan,1970,4467.0
Sudan,1969,2487.0
Sudan,1968,2782.0
Sudan,1967,4501.0
Sudan,1966,2816.0
Sudan,1965,6367.0
Sudan,1964,4499.0
Sudan,1963,4260.0
Sudan,1962,4379.0
Sudan,1961,3901.0
Sudan,1960,2191.0
Suriname,2022,
Suriname,2021,-492.0
Suriname,2020,-313.0
Suriname,2019,203.0
Suriname,2018,-862.0
Suriname,2017,-948.0
Suriname,2016,-910.0
Suriname,2015,-976.0
Suriname,2014,-967.0
Suriname,2013,-978.0
Suriname,2012,-1014.0
Suriname,2011,-1068.0
Suriname,2010,-1145.0
Suriname,2009,-1214.0
Suriname,2008,-1265.0
Suriname,2007,-1316.0
Suriname,2006,-1410.0
Suriname,2005,-1542.0
Suriname,2004,-1684.0
Suriname,2003,741.0
Suriname,2002,723.0
Suriname,2001,639.0
Suriname,2000,613.0
Suriname,1999,630.0
Suriname,1998,526.0
Suriname,1997,412.0
Suriname,1996,421.0
Suriname,1995,607.0
Suriname,1994,-2713.0
Suriname,1993,-7291.0
Suriname,1992,-5662.0
Suriname,1991,-6174.0
Suriname,1990,-6471.0
Suriname,1989,-3846.0
Suriname,1988,-2573.0
Suriname,1987,-5467.0
Suriname,1986,-3920.0
Suriname,1985,-3763.0
Suriname,1984,-4894.0
Suriname,1983,-6036.0
Suriname,1982,-6566.0
Suriname,1981,-6991.0
Suriname,1980,-7390.0
Suriname,1979,-12846.0
Suriname,1978,-12438.0
Suriname,1977,-12225.0
Suriname,1976,-12042.0
Suriname,1975,-11802.0
Suriname,1974,-11504.0
Suriname,1973,-11071.0
Suriname,1972,-10502.0
Suriname,1971,2397.0
Suriname,1970,2873.0
Suriname,1969,2883.0
Suriname,1968,2629.0
Suriname,1967,2267.0
Suriname,1966,1851.0
Suriname,1965,1455.0
Suriname,1964,1181.0
Suriname,1963,1727.0
Suriname,1962,1448.0
Suriname,1961,658.0
Suriname,1960,545.0
Sweden,2022,
Sweden,2021,80097.0
Sweden,2020,81066.0
Sweden,2019,81585.0
Sweden,2018,81492.0
Sweden,2017,80765.0
Sweden,2016,79667.0
Sweden,2015,77987.0
Sweden,2014,75670.0
Sweden,2013,72873.0
Sweden,2012,69451.0
Sweden,2011,65397.0
Sweden,2010,60639.0
Sweden,2009,55405.0
Sweden,2008,50669.0
Sweden,2007,46383.0
Sweden,2006,42580.0
Sweden,2005,39103.0
Sweden,2004,36044.0
Sweden,2003,33445.0
Sweden,2002,31068.0
Sweden,2001,29249.0
Sweden,2000,27734.0
Sweden,1999,26554.0
Sweden,1998,25405.0
Sweden,1997,24183.0
Sweden,1996,23219.0
Sweden,1995,22161.0
Sweden,1994,21185.0
Sweden,1993,20278.0
Sweden,1992,19363.0
Sweden,1991,18514.0
Sweden,1990,17724.0
Sweden,1989,17140.0
Sweden,1988,16519.0
Sweden,1987,15812.0
Sweden,1986,15194.0
Sweden,1985,14534.0
Sweden,1984,13823.0
